target_resonator_external_qc,cavity,pin_length_mm,pin_protrusion_into_cavity_mm,interpolated_cavity_frequency_ghz,interpolated_cavity_port_qc,resonator_qc_min,resonator_qc_max,resonator_qc_max_to_min,global_resonator_qc_max_to_min
1000000.0,cavity_A,8.484369872648701,0.9843698726487009,9.749405509345683,1154.3372114307997,669372.919518503,1604804.7412031256,2.3974748520712525,2.603050676556223
1000000.0,cavity_B,8.957313955190912,1.4573139551909122,9.790049160421084,1042.6377421641523,616509.2196077588,1602432.1418666712,2.5992022355905484,2.603050676556223
1000000.0,cavity_C,9.593209338787986,2.093209338787986,10.306751338500018,401.2295231698555,663438.3532331806,1525164.7307352033,2.2988793507377303,2.603050676556223
